review_id,product_id,rating,review_title,review_text,review_date,reviewer_name,verified_purchase,helpful_votes
R0000233,P0000559,2,Performance is impressive,Performance is underwhelming and charging speed is reliable.,2023-02-01,Farhan P.,1,223
R0000234,P0000470,3,Heart rate accuracy is poor,Heart rate accuracy is mediocre and refresh rate is weak.,2023-08-22,Nikhil M.,True,243
R0000235,P0001332,3,Camera is solid,Camera is reliable and heart rate accuracy is excellent.,2025-01-01,Aarav M.,False,96
R0000236,P0001388,4,Build quality is solid,Build quality is excellent and ergonomics is excellent.,2024-06-18,Aarav H.,True,214
R0000237,P0001013,1,Charging speed is poor,Charging speed is reliable and build quality is weak.,2024-07-26,Ritu R.,1,91
R0000238,P0000126,5,Display is solid,Display is top-notch and HDR is inconsistent.,2025-07-27,Meera R.,0,167
R0000239,P0001722,4,Wi-fi range is mediocre,Wi-fi range is mediocre and Bluetooth connectivity is inconsistent.,2025-03-20,Ritu O.,1,240
R0000240,P0001265,5,Port selection is great,Port selection is top-notch and refresh rate is excellent.,2023-06-12,Aditi K.,Yes,233
R0000241,P0000868,5,Bluetooth connectivity is great,Bluetooth connectivity is mediocre and heart rate accuracy is excellent.,2024-06-18,Ritu N.,1,211
R0000242,P0000047,5,Charging speed is solid,Charging speed is underwhelming and display is reliable.,2024-01-28,Meera U.,True,118
R0000243,P0001640,3,Battery life is poor,Battery life is underwhelming and notifications is reliable.,2023-04-14,Sneha P.,0,226
R0000244,P0000108,4,Wi-fi range is mediocre,Wi-fi range is underwhelming and charging speed is inconsistent.,2025-10-27,Anaya F.,True,75
R0000245,P0001170,5,Noise cancellation is mediocre,Noise cancellation is reliable and software is weak.,2025-02-24,Rohan A.,Yes,130
R0000246,P0001734,1,Display is solid,Display is top-notch and camera is solid.,2023-03-11,Nikhil E.,Yes,142
R0000247,P0001745,2,Performance is great,Performance is top-notch and Wi-Fi range is weak.,2025-03-10,Rahul G.,Yes,168
R0000248,P0000831,4,Camera is poor,Camera is top-notch and Wi-Fi range is inconsistent.,2023-09-22,Anil J.,Yes,20
R0000249,P0001803,3,Heart rate accuracy is mediocre,Heart rate accuracy is excellent and video stabilization is excellent.,2024-10-23,Anil M.,0,167
R0000250,P0000904,2,Comfort is great,Comfort is excellent and HDR is solid.,2024-12-01,Priya N.,Yes,114
R0000251,P0000328,1,Port selection is great,Port selection is underwhelming and heart rate accuracy is solid.,2023-01-28,Sana Y.,True,146
R0000252,P0001133,4,Fit is mediocre,Fit is underwhelming and refresh rate is solid.,2024-02-07,Vihaan J.,True,220
R0000253,P0000620,4,Software is impressive,Software is underwhelming and HDR is inconsistent.,2025-02-13,Aditi F.,Yes,241
R0000254,P0000531,1,Image quality is mediocre,Image quality is reliable and noise cancellation is inconsistent.,2024-07-29,Vihaan T.,0,132
R0000255,P0000899,3,Display is mediocre,Display is reliable and battery life is excellent.,2024-12-02,Anaya Y.,0,86
R0000256,P0001665,5,Heart rate accuracy is great,Heart rate accuracy is reliable and image quality is solid.,2025-01-17,Kavya M.,0,93
R0000257,P0000639,4,Charging speed is solid,Charging speed is top-notch and camera is excellent.,2024-06-15,Ira R.,True,144
R0000258,P0000841,3,Notifications is poor,Notifications is reliable and performance is reliable.,2024-04-24,Nikhil J.,1,48
R0000259,P0001290,3,Hdr is mediocre,Hdr is mediocre and notifications is weak.,2023-03-02,Sana Z.,0,11
R0000260,P0001026,2,Ergonomics is great,Ergonomics is reliable and noise cancellation is excellent.,2023-12-26,Ira C.,Yes,107
R0000261,P0000589,4,Notifications is solid,Notifications is top-notch and build quality is excellent.,2025-10-20,Priya R.,0,181
R0000262,P0001965,4,Charging speed is solid,Charging speed is mediocre and HDR is inconsistent.,2024-02-05,Anaya Z.,False,250
R0000263,P0000329,3,Notifications is impressive,Notifications is reliable and charging speed is weak.,2023-03-10,Sana C.,False,194
R0000264,P0001413,3,Contrast is mediocre,Contrast is mediocre and notifications is inconsistent.,2024-06-17,Rohan K.,Yes,147
R0000265,P0001856,2,Ergonomics is mediocre,Ergonomics is mediocre and Bluetooth connectivity is excellent.,2023-05-25,Vikram K.,No,57
R0000266,P0001563,5,Comfort is solid,Comfort is reliable and image quality is inconsistent.,2025-03-01,Vikram Y.,True,203
R0000267,P0001458,5,Port selection is poor,Port selection is excellent and fit is weak.,2024-08-28,Tanvi W.,1,44
R0000268,P0000385,3,Image quality is mediocre,Image quality is excellent and camera is solid.,2025-01-20,Kavya A.,Yes,198
R0000269,P0001154,2,Display is poor,Display is excellent and heart rate accuracy is weak.,2023-11-19,Diya T.,True,232
R0000270,P0000965,2,Wi-fi range is solid,Wi-fi range is mediocre and Bluetooth connectivity is solid.,2024-06-08,Nikhil A.,Yes,172
R0000271,P0001858,2,Port selection is impressive,Port selection is excellent and camera is inconsistent.,2024-08-26,Aryan T.,False,149
R0000272,P0001727,4,Contrast is great,Contrast is reliable and video stabilization is reliable.,2023-10-12,Priya A.,False,84
R0000273,P0000130,4,Wi-fi range is solid,Wi-fi range is mediocre and contrast is excellent.,2024-08-26,Kavya I.,True,188
R0000274,P0000631,2,Contrast is great,Contrast is mediocre and noise cancellation is solid.,2025-10-31,Ritu D.,No,222
R0000275,P0000905,3,Software is poor,Software is top-notch and notifications is excellent.,2024-08-04,Vihaan B.,True,237
R0000276,P0001288,5,Wi-fi range is poor,Wi-fi range is mediocre and contrast is solid.,2024-08-24,Aryan Q.,1,234
R0000277,P0001355,3,Video stabilization is poor,Video stabilization is reliable and Bluetooth connectivity is weak.,2023-01-03,Aryan I.,0,118
R0000278,P0001223,4,Build quality is poor,Build quality is mediocre and comfort is weak.,2023-05-15,Anil W.,True,236
R0000279,P0001779,4,Refresh rate is impressive,Refresh rate is excellent and performance is solid.,2023-08-06,Kavya M.,1,52
R0000280,P0001893,2,Hdr is impressive,Hdr is excellent and fit is reliable.,2025-03-22,Aarav L.,False,78
R0000281,P0000709,4,Noise cancellation is mediocre,Noise cancellation is mediocre and build quality is reliable.,2025-03-16,Ritu F.,No,31
R0000282,P0001177,3,Charging speed is solid,Charging speed is top-notch and software is inconsistent.,2025-01-02,Ritu T.,1,143
R0000283,P0001467,2,Heart rate accuracy is great,Heart rate accuracy is excellent and image quality is inconsistent.,2025-11-04,Anil N.,0,143
R0000284,P0000166,2,Charging speed is mediocre,Charging speed is excellent and contrast is weak.,2023-02-23,Priya R.,True,80
R0000285,P0001559,3,Heart rate accuracy is great,Heart rate accuracy is top-notch and software is weak.,2024-02-06,Diya C.,Yes,142
R0000286,P0001562,5,Performance is poor,Performance is top-notch and contrast is weak.,2025-07-05,Diya P.,1,199
R0000287,P0000096,2,Performance is poor,Performance is mediocre and comfort is solid.,2023-07-31,Aditi N.,True,230
R0000288,P0000055,4,Wi-fi range is mediocre,Wi-fi range is underwhelming and display is solid.,2024-12-05,Anil Q.,True,22
R0000289,P0000915,3,Performance is solid,Performance is reliable and contrast is excellent.,2023-11-03,Karan K.,0,75
R0000290,P0001701,1,Heart rate accuracy is great,Heart rate accuracy is underwhelming and port selection is excellent.,2023-06-30,Aditi P.,1,41
R0000291,P0000889,4,Performance is poor,Performance is excellent and port selection is excellent.,2025-09-03,Anaya T.,True,123
R0000292,P0001198,1,Noise cancellation is solid,Noise cancellation is top-notch and Wi-Fi range is reliable.,2025-07-17,Priya H.,Yes,36
R0000293,P0000311,1,Wi-fi range is solid,Wi-fi range is reliable and fit is solid.,2025-09-21,Farhan Q.,True,134
R0000294,P0001545,4,Refresh rate is mediocre,Refresh rate is top-notch and performance is reliable.,2023-05-21,Kavya A.,Yes,244
R0000295,P0000766,5,Fit is impressive,Fit is excellent and charging speed is inconsistent.,2025-03-03,Sara X.,False,46
R0000296,P0000834,3,Display is poor,Display is reliable and port selection is inconsistent.,2024-07-24,Vihaan O.,No,42
R0000297,P0000351,5,Bluetooth connectivity is impressive,Bluetooth connectivity is mediocre and noise cancellation is excellent.,2024-06-03,Tanvi V.,Yes,202
R0000298,P0001939,4,Video stabilization is poor,Video stabilization is reliable and port selection is excellent.,2024-07-16,Aditi V.,No,1
R0000299,P0000842,3,Hdr is poor,Hdr is top-notch and image quality is solid.,2024-05-21,Kavya Q.,False,146
R0000300,P0001662,4,Heart rate accuracy is impressive,Heart rate accuracy is top-notch and software is weak.,2023-12-26,Meera M.,No,55
R0000301,P0000100,2,Performance is poor,Performance is reliable and HDR is inconsistent.,2023-03-20,Karan Q.,Yes,58
R0000302,P0001383,5,Software is solid,Software is reliable and Wi-Fi range is inconsistent.,2024-01-15,Priya Q.,False,28
R0000303,P0000322,4,Charging speed is solid,Charging speed is underwhelming and camera is inconsistent.,2025-02-23,Anil M.,False,207
R0000304,P0000535,4,Noise cancellation is poor,Noise cancellation is underwhelming and comfort is excellent.,2023-03-03,Diya U.,No,118
R0000305,P0001544,3,Fit is impressive,Fit is top-notch and notifications is reliable.,2024-06-12,Sneha N.,False,138
R0000306,P0000043,5,Ergonomics is mediocre,Ergonomics is top-notch and HDR is excellent.,2025-09-10,Farhan P.,1,109
R0000307,P0001770,2,Software is mediocre,Software is mediocre and charging speed is weak.,2024-11-06,Sara P.,1,206
R0000308,P0001512,1,Comfort is mediocre,Comfort is reliable and heart rate accuracy is inconsistent.,2023-11-30,Priya S.,False,84
R0000309,P0001559,3,Software is poor,Software is reliable and charging speed is reliable.,2025-02-28,Rahul Y.,Yes,243
R0000310,P0000033,4,Noise cancellation is mediocre,Noise cancellation is mediocre and fit is solid.,2023-01-02,Rahul I.,True,235
R0000311,P0001436,5,Hdr is mediocre,Hdr is mediocre and Wi-Fi range is excellent.,2023-10-13,Vikram B.,1,205
R0000312,P0000661,5,Ergonomics is poor,Ergonomics is top-notch and Wi-Fi range is inconsistent.,2023-05-05,Ira W.,True,200
R0000313,P0001093,3,Notifications is poor,Notifications is top-notch and video stabilization is solid.,2024-06-20,Anil D.,Yes,59
R0000314,P0001387,5,Refresh rate is impressive,Refresh rate is excellent and comfort is excellent.,2024-12-23,Aarav Z.,False,57
R0000315,P0001171,2,Heart rate accuracy is solid,Heart rate accuracy is reliable and build quality is weak.,2023-01-12,Nikhil L.,False,184
R0000316,P0000181,3,Image quality is poor,Image quality is reliable and contrast is weak.,2023-08-10,Diya C.,No,148
R0000317,P0000862,5,Build quality is great,Build quality is top-notch and performance is weak.,2024-07-24,Ira S.,Yes,122
R0000318,P0000553,4,Video stabilization is poor,Video stabilization is reliable and noise cancellation is inconsistent.,2025-05-08,Sana L.,True,53
R0000319,P0001384,3,Battery life is solid,Battery life is top-notch and notifications is solid.,2024-07-07,Tanvi G.,0,58
R0000320,P0000519,3,Battery life is solid,Battery life is mediocre and software is inconsistent.,2023-05-05,Priya M.,1,205
R0000321,P0001755,4,Camera is mediocre,Camera is excellent and charging speed is reliable.,2024-05-05,Priya W.,No,60
R0000322,P0001634,4,Bluetooth connectivity is impressive,Bluetooth connectivity is reliable and notifications is weak.,2025-05-09,Sara G.,Yes,19
R0000323,P0000828,3,Hdr is poor,Hdr is top-notch and fit is inconsistent.,2023-08-06,Sneha B.,False,239
R0000324,P0000908,5,Wi-fi range is mediocre,Wi-fi range is top-notch and heart rate accuracy is reliable.,2023-10-11,Anil I.,Yes,191
R0000325,P0000440,3,Camera is poor,Camera is mediocre and HDR is solid.,2023-07-28,Vihaan G.,0,142
R0000326,P0001148,2,Port selection is impressive,Port selection is mediocre and HDR is inconsistent.,2023-08-15,Priya J.,True,184
R0000327,P0000489,2,Fit is poor,Fit is excellent and port selection is excellent.,2024-11-24,Anaya B.,True,153
R0000328,P0000262,4,Heart rate accuracy is impressive,Heart rate accuracy is reliable and video stabilization is reliable.,2023-07-03,Meera R.,No,126
R0000329,P0000501,5,Wi-fi range is great,Wi-fi range is reliable and display is excellent.,2024-04-28,Anil J.,Yes,128
R0000330,P0000157,4,Comfort is mediocre,Comfort is top-notch and build quality is excellent.,2023-02-07,Diya Y.,0,194
R0000331,P0001529,3,Video stabilization is mediocre,Video stabilization is reliable and build quality is weak.,2024-10-13,Sara W.,No,115
R0000332,P0001766,3,Bluetooth connectivity is mediocre,Bluetooth connectivity is mediocre and video stabilization is excellent.,2023-01-06,Meera B.,Yes,117
R0000333,P0000716,3,Fit is mediocre,Fit is underwhelming and image quality is reliable.,2025-01-13,Anil O.,1,137
R0000334,P0001055,5,Display is solid,Display is top-notch and ergonomics is excellent.,2023-01-08,Vihaan D.,Yes,150
R0000335,P0000943,4,Display is poor,Display is reliable and ergonomics is inconsistent.,2025-08-02,Diya C.,1,177
R0000336,P0001866,3,Display is solid,Display is top-notch and charging speed is solid.,2024-12-24,Sara Z.,1,17
R0000337,P0001760,3,Contrast is great,Contrast is top-notch and camera is excellent.,2024-10-01,Ritu Y.,No,1
R0000338,P0001721,4,Image quality is great,Image quality is top-notch and refresh rate is solid.,2024-02-22,Aarav K.,No,98
R0000339,P0001151,3,Display is poor,Display is top-notch and Bluetooth connectivity is excellent.,2023-07-27,Kavya Z.,No,40
R0000340,P0000148,5,Notifications is great,Notifications is underwhelming and Wi-Fi range is reliable.,2024-10-13,Karan Z.,1,188
R0000341,P0001921,5,Notifications is impressive,Notifications is underwhelming and video stabilization is weak.,2025-11-14,Farhan X.,0,41
R0000342,P0001295,5,Comfort is poor,Comfort is top-notch and software is solid.,2023-07-08,Meera R.,Yes,231
R0000343,P0001384,3,Bluetooth connectivity is solid,Bluetooth connectivity is reliable and video stabilization is reliable.,2024-01-19,Vikram N.,0,94
R0000344,P0000607,4,Hdr is mediocre,Hdr is underwhelming and refresh rate is weak.,2023-08-15,Rohan A.,True,156
R0000345,P0001731,5,Software is great,Software is underwhelming and refresh rate is weak.,2025-10-18,Aryan H.,Yes,87
R0000346,P0001327,2,Ergonomics is mediocre,Ergonomics is underwhelming and port selection is solid.,2024-01-23,Nikhil Y.,1,138
R0000347,P0001966,4,Noise cancellation is mediocre,Noise cancellation is mediocre and fit is reliable.,2023-03-13,Priya Y.,False,4
R0000348,P0001431,2,Performance is poor,Performance is top-notch and notifications is reliable.,2023-10-13,Ritu Y.,0,160
R0000349,P0001632,4,Charging speed is solid,Charging speed is excellent and comfort is reliable.,2023-10-21,Nikhil E.,No,41
R0000350,P0001316,5,Hdr is mediocre,Hdr is excellent and performance is reliable.,2024-04-17,Sara S.,True,87
R0000351,P0001018,5,Ergonomics is mediocre,Ergonomics is mediocre and software is weak.,2023-07-06,Farhan U.,Yes,198
R0000352,P0001718,1,Video stabilization is mediocre,Video stabilization is top-notch and charging speed is inconsistent.,2023-09-08,Vikram D.,No,84
R0000353,P0001940,4,Software is poor,Software is underwhelming and display is solid.,2023-06-08,Rohan H.,True,126
R0000354,P0000488,5,Contrast is solid,Contrast is top-notch and ergonomics is inconsistent.,2023-07-21,Ira F.,Yes,38
R0000355,P0001968,2,Heart rate accuracy is mediocre,Heart rate accuracy is top-notch and display is excellent.,2024-10-23,Tanvi Y.,Yes,47
